Key,Value
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0215,392.71056979840995
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0216,393.5003291233778
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0217,394.430518648386
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0218,395.3405107734203
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0219,395.9499070484042
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0220,397.93074987339975
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0221,398.8725256484151
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0222,399.6003068233728
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0223,400.48058489841225
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0224,401.2143809733987
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0225,401.8899408484101
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0226,402.97998187339306
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0227,403.649951898396
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0228,404.3805972983837
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0229,601.6516330233812
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0230,602.3818441733717
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0231,603.0516109234095
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0232,603.9012140983939
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0233,604.5810610734225
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0234,605.5018355984092
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0235,606.1718148733974
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0236,606.7914761734008
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0237,607.4612521734238
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0238,608.2665522233843
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0239,610.2633515483737
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0240,611.0213918983936
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0241,611.7512981483936
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0242,612.5561362233758
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0243,613.2817923483849
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0244,614.0112273734212
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0245,615.0111931234002
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0246,615.8112821484208
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0247,616.5412807983756
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0248,618.6012778733968
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0249,620.0519340984225
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0250,620.7811843484044
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0251,621.6312586984038
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0252,622.4819798234105
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0253,623.2220586984157
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0254,624.0112266983986
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0255,624.8712704234123
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0256,625.8112537484169
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0257,626.5011994484067
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0258,628.4985531234145
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0259,629.5021222484112
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0260,630.4122437233925
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0261,631.8014207484126
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0262,632.5313362234235
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0263,633.3820203983784
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0264,634.0513528984189
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0265,634.6713652983904
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0266,635.4013639484048
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0267,637.0212866483927
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0268,637.7013461483717
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0269,638.4343383734226
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0270,639.1020354983807
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0271,639.9713463733792
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0272,640.7113882983923
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0273,641.5013231483698
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0274,642.1720970234275
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0275,643.0920769733787
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0276,643.7716097983717
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0277,645.5607435483932
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0278,646.4421395983696
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0279,647.2421824234128
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0280,648.0439068233967
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0281,648.711289798379
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0282,649.3914509233832
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0283,650.2419318233729
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0284,650.9714038233757
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0285,651.5818903734088
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0286,653.7019807484149
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0287,654.5613869233728
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0288,655.3521163983941
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0289,656.2120492483973
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0290,657.2021749984026
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0291,657.9916755983829
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0292,658.7214617484212
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0293,659.4015951483846
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0294,660.2622117233873
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0295,660.9314887983799
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0296,662.8534763984084
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0297,663.801553473413
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0298,664.7115455734133
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0299,665.5714968984128
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0300,666.3121855733991
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0301,666.9816289734244
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0302,667.7886198233962
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0303,668.5815390483737
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0304,669.2622452983857
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0305,670.9615439984202
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0306,671.6914687483907
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0307,672.4816345983744
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0308,673.2222585983873
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0309,673.841605748415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0310,674.5116958984137
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0311,675.182155598402
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0312,675.9940895733833
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0313,676.6716544234157
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0314,677.4117702484131
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0315,679.4495279983878
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0316,680.2770581483841
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0317,681.1224573484063
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0318,682.0418367484212
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0319,682.9615394983888
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0320,683.710903998375
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0321,684.3917118983865
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0322,685.0617835484147
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0323,686.0320352733731
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0324,688.4822968984246
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0325,689.7523868234158
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0326,690.6116728984117
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0327,691.3426509233714
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0328,692.0217033234238
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0329,693.1724289733768
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0330,694.2623313733935
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0331,695.1124149984121
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0332,695.8421087483764
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0333,696.4516343734265
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0334,698.4603248484135
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0335,699.4025071483851
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0336,700.1424474483729
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0337,700.881694773376
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0338,702.0418723484278
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0339,702.7817571983934
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0340,703.7517132483721
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0341,704.3618209733963
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0342,705.0417141484022
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0343,901.6141283484101
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0344,902.2532386484146
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0345,902.9929202234149
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0346,903.9032541983723
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0347,904.5729932484031
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0348,905.3704305484295
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0349,906.1130872234106
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0350,906.7435032234192
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0351,907.4130851984024
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0352,908.0933756734132
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0353,910.3142590484023
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0354,911.0731401733756
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0355,911.8635739734173
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0356,912.6030245733857
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0357,913.2235543733835
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0358,913.9631065983772
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0359,914.9335430983901
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0360,915.8436275984049
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0361,916.9535703734159
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0362,919.1038829234243
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0363,919.8434721233845
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0364,920.5730365234017
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0365,921.2434685233832
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0366,922.0430678234101
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0367,922.8433693484068
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0368,923.7633308234215
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0369,924.5531086233855
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0370,925.6438980234266
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0371,926.3434619734287
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0372,928.3331746484041
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0373,929.1635412983894
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0374,930.0835397233963
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0375,930.8435757734179
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0376,931.6335753234029
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0377,932.3635647484064
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0378,933.0531593233943
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0379,933.6736798983812
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0380,934.4832577983736
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0381,936.2135086234211
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0382,936.883155273378
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0383,937.4432037233711
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0384,938.1136264734268
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0385,939.0335509983897
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0386,939.763558873415
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0387,940.5031295734047
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0388,941.1835586484075
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0389,941.9232217484116
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0390,942.593237973392
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0391,944.5427313734293
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0392,945.6639924483895
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0393,946.5235926734209
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0394,947.3835994483828
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0395,948.0731755483747
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0396,948.8836404483915
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0397,949.7436564484238
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0398,950.4732762984038
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0399,951.1640719984174
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0400,952.8636848484277
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0401,953.5932307733893
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0402,954.3336699733734
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0403,955.1236233233809
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0404,956.0436402233839
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0405,956.7335397233963
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0406,957.4830058733821
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0407,958.1536688483953
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0408,959.0136571233869
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0409,959.6837472733855
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0410,961.8542295234204
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0411,962.7336483483911
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0412,963.5833438984156
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0413,964.2636897984147
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0414,965.0133314983844
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0415,965.7106132984161
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0416,966.5133817483783
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0417,967.3938908234238
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0418,968.0734144234061
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0419,970.7037619233728
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0420,971.4432956733704
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0421,972.5537096483707
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0422,973.2837821984291
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0423,974.0360478984118
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0424,974.7037542483806
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0425,975.5133506484032
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0426,976.2437927983999
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0427,976.9133932483792
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0428,977.6437891983986
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0429,979.8127654234171
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0430,980.6938750483989
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0431,981.4386013484001
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0432,982.3138254734278
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0433,983.1138590484262
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0434,983.8536976984143
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0435,984.4636852983832
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0436,985.1938225483894
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0437,985.9834894734025
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0438,987.9237249733806
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0439,989.5534414734244
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0440,990.2937235984206
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0441,991.133828623414
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0442,991.8038171234131
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0443,992.6538637734055
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0444,993.8042567983865
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0445,994.5934617484212
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0446,995.3463557233811
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0447,996.0235694733858
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0448,998.1231575233936
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0449,998.8937542483807
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0450,999.6942590484023
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0451,1000.4334878984093
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0452,1001.4038874483705
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0453,1002.0135978733897
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0454,1002.8040131983757
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0455,1003.4035047984123
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0456,1004.0238035984039
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0457,1201.9127543733716
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0458,1202.537478873372
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0459,1203.2050558984279
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0460,1204.054769923389
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0461,1204.7953107733726
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0462,1205.6497646234036
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0463,1206.3251766734122
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0464,1206.941788973391
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0465,1207.975173748374
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0466,1208.7052463234068
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0467,1210.7855054733752
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0468,1211.534869973421
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0469,1212.2651550483704
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0470,1213.0550344734193
013020_Lgalsbpb_GFPpos_NoTreatment.nd2 (series 1) timestamp #0471,1213.8552343733907
